$1......2.......3.......4.......5.......6.......7.......8.......
GRID           1        0.      0.      0.      
GRID           2        0.005   0.      0.      
GRID           3        0.01    0.      0.      
GRID           4        0.015   0.      0.      
GRID           5        0.02    0.      0.      
GRID           6        0.025   0.      0.      
GRID           7        0.03    0.      0.      
GRID           8        0.035   0.      0.      
GRID           9        0.04    0.      0.      
GRID          10        0.045   0.      0.      
GRID          11        0.05    0.      0.      
GRID          12        0.055   0.      0.      
GRID          13        0.06    0.      0.      
GRID          14        0.065   0.      0.      
GRID          15        0.07    0.      0.      
GRID          16        0.075   0.      0.      
GRID          17        0.08    0.      0.      
GRID          18        0.085   0.      0.      
GRID          19        0.09    0.      0.      
GRID          20        0.095   0.      0.      
GRID          21        0.1     0.      0.      
GRID          22        0.105   0.      0.      
GRID          23        0.11    0.      0.      
GRID          24        0.115   0.      0.      
GRID          25        0.12    0.      0.      
GRID          26        0.125   0.      0.      
GRID          27        0.13    0.      0.      
GRID          28        0.135   0.      0.      
GRID          29        0.14    0.      0.      
GRID          30        0.145   0.      0.      
GRID          31        0.15    0.      0.      
GRID          32        0.155   0.      0.      
GRID          33        0.16    0.      0.      
GRID          34        0.165   0.      0.      
GRID          35        0.17    0.      0.      
GRID          36        0.175   0.      0.      
GRID          37        0.18    0.      0.      
GRID          38        0.185   0.      0.      
GRID          39        0.19    0.      0.      
GRID          40        0.195   0.      0.      
GRID          41        0.2     0.      0.      
GRID          42        0.205   0.      0.      
GRID          43        0.21    0.      0.      
GRID          44        0.215   0.      0.      
GRID          45        0.22    0.      0.      
GRID          46        0.225   0.      0.      
GRID          47        0.23    0.      0.      
GRID          48        0.235   0.      0.      
GRID          49        0.24    0.      0.      
GRID          50        0.245   0.      0.      
GRID          51        0.25    0.      0.      
GRID          52        0.255   0.      0.      
GRID          53        0.26    0.      0.      
GRID          54        0.265   0.      0.      
GRID          55        0.27    0.      0.      
GRID          56        0.275   0.      0.      
GRID          57        0.28    0.      0.      
GRID          58        0.285   0.      0.      
GRID          59        0.29    0.      0.      
GRID          60        0.295   0.      0.      
GRID          61        0.3     0.      0.      
GRID          62        0.305   0.      0.      
GRID          63        0.31    0.      0.      
GRID          64        0.315   0.      0.      
GRID          65        0.32    0.      0.      
GRID          66        0.325   0.      0.      
GRID          67        0.33    0.      0.      
GRID          68        0.335   0.      0.      
GRID          69        0.34    0.      0.      
GRID          70        0.345   0.      0.      
GRID          71        0.35    0.      0.      
GRID          72        0.355   0.      0.      
GRID          73        0.36    0.      0.      
GRID          74        0.365   0.      0.      
GRID          75        0.37    0.      0.      
GRID          76        0.375   0.      0.      
GRID          77        0.38    0.      0.      
GRID          78        0.385   0.      0.      
GRID          79        0.39    0.      0.      
GRID          80        0.395   0.      0.      
GRID          81        0.4     0.      0.      
GRID          82        0.      0.005   0.      
GRID          83        0.005   0.005   0.      
GRID          84        0.01    0.005   0.      
GRID          85        0.015   0.005   0.      
GRID          86        0.02    0.005   0.      
GRID          87        0.025   0.005   0.      
GRID          88        0.03    0.005   0.      
GRID          89        0.035   0.005   0.      
GRID          90        0.04    0.005   0.      
GRID          91        0.045   0.005   0.      
GRID          92        0.05    0.005   0.      
GRID          93        0.055   0.005   0.      
GRID          94        0.06    0.005   0.      
GRID          95        0.065   0.005   0.      
GRID          96        0.07    0.005   0.      
GRID          97        0.075   0.005   0.      
GRID          98        0.08    0.005   0.      
GRID          99        0.085   0.005   0.      
GRID         100        0.09    0.005   0.      
GRID         101        0.095   0.005   0.      
GRID         102        0.1     0.005   0.      
GRID         103        0.105   0.005   0.      
GRID         104        0.11    0.005   0.      
GRID         105        0.115   0.005   0.      
GRID         106        0.12    0.005   0.      
GRID         107        0.125   0.005   0.      
GRID         108        0.13    0.005   0.      
GRID         109        0.135   0.005   0.      
GRID         110        0.14    0.005   0.      
GRID         111        0.145   0.005   0.      
GRID         112        0.15    0.005   0.      
GRID         113        0.155   0.005   0.      
GRID         114        0.16    0.005   0.      
GRID         115        0.165   0.005   0.      
GRID         116        0.17    0.005   0.      
GRID         117        0.175   0.005   0.      
GRID         118        0.18    0.005   0.      
GRID         119        0.185   0.005   0.      
GRID         120        0.19    0.005   0.      
GRID         121        0.195   0.005   0.      
GRID         122        0.2     0.005   0.      
GRID         123        0.205   0.005   0.      
GRID         124        0.21    0.005   0.      
GRID         125        0.215   0.005   0.      
GRID         126        0.22    0.005   0.      
GRID         127        0.225   0.005   0.      
GRID         128        0.23    0.005   0.      
GRID         129        0.235   0.005   0.      
GRID         130        0.24    0.005   0.      
GRID         131        0.245   0.005   0.      
GRID         132        0.25    0.005   0.      
GRID         133        0.255   0.005   0.      
GRID         134        0.26    0.005   0.      
GRID         135        0.265   0.005   0.      
GRID         136        0.27    0.005   0.      
GRID         137        0.275   0.005   0.      
GRID         138        0.28    0.005   0.      
GRID         139        0.285   0.005   0.      
GRID         140        0.29    0.005   0.      
GRID         141        0.295   0.005   0.      
GRID         142        0.3     0.005   0.      
GRID         143        0.305   0.005   0.      
GRID         144        0.31    0.005   0.      
GRID         145        0.315   0.005   0.      
GRID         146        0.32    0.005   0.      
GRID         147        0.325   0.005   0.      
GRID         148        0.33    0.005   0.      
GRID         149        0.335   0.005   0.      
GRID         150        0.34    0.005   0.      
GRID         151        0.345   0.005   0.      
GRID         152        0.35    0.005   0.      
GRID         153        0.355   0.005   0.      
GRID         154        0.36    0.005   0.      
GRID         155        0.365   0.005   0.      
GRID         156        0.37    0.005   0.      
GRID         157        0.375   0.005   0.      
GRID         158        0.38    0.005   0.      
GRID         159        0.385   0.005   0.      
GRID         160        0.39    0.005   0.      
GRID         161        0.395   0.005   0.      
GRID         162        0.4     0.005   0.      
GRID         163        0.      0.01    0.      
GRID         164        0.005   0.01    0.      
GRID         165        0.01    0.01    0.      
GRID         166        0.015   0.01    0.      
GRID         167        0.02    0.01    0.      
GRID         168        0.025   0.01    0.      
GRID         169        0.03    0.01    0.      
GRID         170        0.035   0.01    0.      
GRID         171        0.04    0.01    0.      
GRID         172        0.045   0.01    0.      
GRID         173        0.05    0.01    0.      
GRID         174        0.055   0.01    0.      
GRID         175        0.06    0.01    0.      
GRID         176        0.065   0.01    0.      
GRID         177        0.07    0.01    0.      
GRID         178        0.075   0.01    0.      
GRID         179        0.08    0.01    0.      
GRID         180        0.085   0.01    0.      
GRID         181        0.09    0.01    0.      
GRID         182        0.095   0.01    0.      
GRID         183        0.1     0.01    0.      
GRID         184        0.105   0.01    0.      
GRID         185        0.11    0.01    0.      
GRID         186        0.115   0.01    0.      
GRID         187        0.12    0.01    0.      
GRID         188        0.125   0.01    0.      
GRID         189        0.13    0.01    0.      
GRID         190        0.135   0.01    0.      
GRID         191        0.14    0.01    0.      
GRID         192        0.145   0.01    0.      
GRID         193        0.15    0.01    0.      
GRID         194        0.155   0.01    0.      
GRID         195        0.16    0.01    0.      
GRID         196        0.165   0.01    0.      
GRID         197        0.17    0.01    0.      
GRID         198        0.175   0.01    0.      
GRID         199        0.18    0.01    0.      
GRID         200        0.185   0.01    0.      
GRID         201        0.19    0.01    0.      
GRID         202        0.195   0.01    0.      
GRID         203        0.2     0.01    0.      
GRID         204        0.205   0.01    0.      
GRID         205        0.21    0.01    0.      
GRID         206        0.215   0.01    0.      
GRID         207        0.22    0.01    0.      
GRID         208        0.225   0.01    0.      
GRID         209        0.23    0.01    0.      
GRID         210        0.235   0.01    0.      
GRID         211        0.24    0.01    0.      
GRID         212        0.245   0.01    0.      
GRID         213        0.25    0.01    0.      
GRID         214        0.255   0.01    0.      
GRID         215        0.26    0.01    0.      
GRID         216        0.265   0.01    0.      
GRID         217        0.27    0.01    0.      
GRID         218        0.275   0.01    0.      
GRID         219        0.28    0.01    0.      
GRID         220        0.285   0.01    0.      
GRID         221        0.29    0.01    0.      
GRID         222        0.295   0.01    0.      
GRID         223        0.3     0.01    0.      
GRID         224        0.305   0.01    0.      
GRID         225        0.31    0.01    0.      
GRID         226        0.315   0.01    0.      
GRID         227        0.32    0.01    0.      
GRID         228        0.325   0.01    0.      
GRID         229        0.33    0.01    0.      
GRID         230        0.335   0.01    0.      
